id,Name,Batch,Sector,Region,Company_Desc,Founding_Date,Founders,Incubator,Location,Source_Url,Company_Url
45,vly.ai,F24,"SAAS, ENTERPRISE-SOFTWARE, WEB-DEVELOPMENT, AI",SAN FRANCISCO,"vly.ai makes your entire team technical. we're automating web development by blending expert insights with our models to deliver faster growth, better performance, and updates at 10x less the cost.",2024,"Victor Cheng, Co-Founder and CEO 1x Founder. Building the new dev agency.| Manav Bokinala, Founder automating fullstack web dev @ vly.ai| Amir Farahani, Founder Co-Founder of vly.ai. Previously founded Turbo Legi (acquired by FiscalNote NYSE: NOTE).",Y Combinator,San Francisco,https://www.ycombinator.com/companies/vly-ai-2,https://vly.ai/
46,Pearson Labs,F24,"ARTIFICIAL-INTELLIGENCE, GENERATIVE-AI, LEGAL, LEGALTECH",SAN FRANCISCO,"Pearson builds AI agents to automate corporate transactions. Large law firms use us to run gigantic books of businesses with AI, reducing their cost of delivery 40-60%. We work with Orrick as our first design partner, starting with M&A due diligence and financings. $3-6T dollars flow through corporate transactions a year and lawyers take home 1-3% as their cut for every transaction ($150B / year). In the long run, we will capture 50% of the corporate transaction market with the top 30 law firms. We will then provide our AI to companies so they can execute these transactions themselves.",2024,"Stephanie Young, Founder Cofounder and CEO at Pearson, AI to automate corporate legal transactions (M&A, IPOs, financings). Previously built Riva, AI bots to help employees negotiate job offers with the mission to even gender and racial pay gaps. Went through a M&A with that company which inspired this company. ex-Google, Lyft, Stanford (4 degrees from Stanford in just over 6 years).| Qi Yang, Founder Qi is the Co-Founder and CTO of Pearson Labs. MIT PhD and former Meta AI researcher, led Themis AI's research team with a focus on mitigating hallucinations in AI systems.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/pearson-labs,http://www.pearsonlabs.ai/
47,Cekura,F24,"ARTIFICIAL-INTELLIGENCE, CUSTOMER-SUCCESS, CUSTOMER-SUPPORT, ENTERPRISE, AUTOMATION",,Cekura is an AI web agent that ensures SaaS product documentation stays up-to-date. We help knowledge and customer success teams save 100+ hours per week.,2024,"Jialiang (JZ) Zhou, Founder Co-founder and CEO of Cekura. Graduated this year from Brown with a computer science degree. Founded a consumer startup back in college for thrifting.  Music producer and rapper in my past life.| Blake Shao, Founder Co-founder and CTO of Cekura (F24). Recent Brown CS grad, took a consumer AI startup for 0 to 1 as a founding engineer, and won festivals as a filmmaker before startup.",Y Combinator,,https://www.ycombinator.com/companies/cekura,https://www.cekura.io/
48,Platus,F24,"B2B, WORKFLOW-AUTOMATION, COMPLIANCE, LEGALTECH, AI",,"Platus delivers fast, reliable legal infrastructure with a no-code platform and API, designed to support SMBs with instant access to notarization, legal drafting, e-signing, and workflow automations. Our solution removes the high costs and slow processing of traditional legal services, by empowering businesses to seamlessly manage compliance and legal tasks.",2024,"Alexander Sporenberg, Founder Co-Founder @Platus;   First ones to solve Online Notarizations in Europe, a highly regulated market. Now: legal value-chain, solving legal document infrastructure;   Previously: Founding team & Head of Acquisition at European unicorn that scaled to €1bn+ valuation, 500+ employees, and 150 acquisitions. Overseeing 100+ M&A deals exposed the inefficiencies in legal processes: disorganized document workflows, fragmented templates, and the disconnect between CRMs, DocuSign, and law firms/notaries| Felix Gerlach, Founder/Building Co-Founder of Platus.com; Co-founded and exited Passbase Inc. (KYC / AML B2B SaaS) in 2023",Y Combinator,,https://www.ycombinator.com/companies/platus,https://www.platus.com/
49,Aditto,F24,"MARKETING, ADVERTISING, AI",SAN FRANCISCO,Aditto lets you launch and manage AI generated ads and landing pages at scale. Founders and executives use Aditto to do the work of a whole search engine marketing team in minutes.,2024,"Will Jack, Founder Aditto lets you launch and manage AI generated ads and landing pages at scale -- do the work of a whole search engine marketing team in minutes. Previously founded Remedy, a healthcare startup. MIT alum.| Keller Maloney, Founder Cofounder @ Aditto. Previously growth @ Gatsby. 15,000 cold call club. All american water polo player @ Princeton.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/aditto,https://aditto.co/
50,BeerMe,F24,"CRYPTO-WEB3, PAYMENTS, CONSUMER, MESSAGING, SOCIAL-MEDIA",NEW YORK,"BeerMe is a digital wallet for USDC. It’s like Venmo or Cash App, but we use stablecoins to make sending money instant, global, and free. A peer-to-peer electronic cash system is the crypto use-case, but the technology remains inaccessible to mainstream users. Today, after 15 years of innovation, it is finally possible to build a digital wallet that puts crypto into a billion people’s hands, without them even realizing it.",2024,"Gray Newfield, Founder Gray Newfield is the co-founder and CEO of BeerMe. He previously worked as a software engineer at Uniswap, the most widely used decentralized exchange on Ethereum. Before that he was a software development engineer at Amazon.com for four years, working on core retail experiences across shopping, promotions, and checkout. Gray holds a B.S. in Computer Science from Yale University.| Noah Newfield, Founder Noah is co-founder and COO of BeerMe. He shaped strategy at Uniswap Labs, maker of the largest decentralized exchange on Ethereum, for 2 years and led GTM for the Uniswap wallet. He previously led growth at Genie, the first NFT marketplace aggregator, which did $500M in trading volume, before it was acquired by Uniswap. He studied business at the University of Southern California, Hong Kong University of Science and Technology, and Universitá Bocconi.",Y Combinator,New York,https://www.ycombinator.com/companies/beerme,https://beerme.world/
51,HYBRD,F24,"ARTIFICIAL-INTELLIGENCE, CONSUMER, FITNESS, SOCIAL, DIGITAL-HEALTH",BOSTON,"HYBRD is Strava for modern athletes who do more than just cardio. It brings all your training data together by integrating with top wearables and uses AI to make tracking weightlifting easy. This allows athletes to fully understand their training load, track holistic progress over time, and compete with friends in fresh, exciting ways.

Existing products tend to focus on only one type of exercise—either cardio or strength—leaving hybrid athletes juggling disconnected tools. As hybrid athletes themselves the founders found this frustrating and set out to build the unified approach they needed for their training.

Three of HYBRD’s founders previously worked at WHOOP, each leading teams across product, growth and analytics. In parallel, Mats was a member of the US national rowing team and Ben, Shoe and Ruiters have all completed Ironman 70.3s.",2024,"Ben Katz, Founder Co-Founder & CEO of HYBRD. Previously led the growth product team at WHOOP and the fitness app portfolio at Appex. In my free time I train as a hybrid athlete, having completed a 50k ultramarathon, an Ironman 70.3, and am currently preparing for my first full Ironman.| Matt Ruiters, Founder 🇿🇦 Co-Founder & CTO @ HYBRD, the Strava for elite athletes. Exercise and cooking keep me sane. Loved playing rugby, but since my shoulders gave out, I've gotten into triathlon and surfing.   Previously was a senior tech lead at AWS, where I led teams of 10-15 engineers. He delivered features in Billing and Amazon Connect that drove millions of dollars in revenue and won strategic customers. He has played on the USA Rugby team and has completed two Ironman 70.3s.  Let's ship.| Caroline ""Shoe"" Shoemaker, Founder Shoe has had years of experience in the fitness tech space, first at WHOOP building their analytics team, then at Appex, a mobile app roll-up company responsible for 1/2 the portfolio. Now she's focused on building HYBRD, the Strava for elite athletes while training for an Ironman in 2025.| Mats Terwiesch, Founder At HYBRD, I’m focused on core product and sport science.   I previously was an early employee and product manager at WHOOP, where I launched the Strength Trainer feature and expanded free trials internationally.   I also have experience leading product management for the fitness vertical of a profitable mobile app roll-up, and was a research associate publishing on health and artificial intelligence at Harvard.   In parallel to my tech career, I was a member of the US national rowing team.",Y Combinator,Boston,https://www.ycombinator.com/companies/hybrd,https://www.hybrd.app/
52,Codebuff,F24,"ARTIFICIAL-INTELLIGENCE, DEVELOPER-TOOLS, GENERATIVE-AI, ENTERPRISE-SOFTWARE, AI-ASSISTANT",SAN FRANCISCO,"Chat with Codebuff to edit your codebase. It's a coding agent that can iterate and run terminal commands, just like a real engineer! We are going up-market from Cursor, starting at a $99/mo price point.

Codebuff chooses files to read automatically on each message, which improves its awareness of your codebase and saves you time. It has full access to your terminal — Codebuff can run terminal commands to install packages, run tests, check for type errors, etc. It's the most powerful coding agent on the market that also happens to be the easiest to use.

Codebuff is an engineer working for you. Run `npm install -g codebuff` to get started.",2024,"James Grugett, Founder I'm building Codebuff — the CLI tool that writes code for you.  Previously, I founded Manifold Markets, a site with 150,000 user-created prediction markets that gets millions of views per month. I'll be applying lessons learned from growing a consumer app for nerds (Manifold) to growing Codebuff, a dev tool for software nerds.  I bring passion and intensity to my work. With Codebuff, I've jumped into a new field, AI code generation, and built something state of the art within a couple months.| Brandon Chen, Founder I've worked at YC companies all of my software engineering career (Kuna W14, Virtually S20)! Excited to take part on a founder level. My cofounder James and I are building a coding agent that lives in your terminal – the simplest and most accessible way to get your software projects built!",Y Combinator,San Francisco,https://www.ycombinator.com/companies/codebuff,https://codebuff.com/
53,Karmen,F24,"MACHINE-LEARNING, CONSTRUCTION, AI-ASSISTANT",SAN FRANCISCO,"Karmen is an AI assistant for construction project managers. We integrate with their emails, project management software and ERPs to automate admin tasks like invoice processing and approvals.

One construction company we are working with faced a project delay cost of around $50,000 a day from an invoicing mistake. Supplier management issues like these account for 20% of project delays.",2024,"Jonas Ebrahimi, Founder My parents were general contractors, and during university, I gained experience working at JLL. After graduating, I joined IXM and was the youngest commodity trader in their history, primarily working with the European aluminum team. In this role, I managed the delivery of over $1 billion worth of refined aluminum annually, sourced from industrial projects around the globe.| Naman Wahi, Founder I hold a Master’s degree specialising in Artificial Intelligence and Machine Learning from Imperial College London. Previously, I was a software engineer at nPlan, a startup focused on delivering AI solutions for large-scale construction projects with clients such as Shell, ExxonMobil, and Skanska. Drawing on my experience in construction tech, I’m now building Karmen, an AI Assistant for Construction Project Managers.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/karmen,https://www.karmenai.com/
54,Replexica,F24,"DEVELOPER-TOOLS, B2B, OPEN-SOURCE, INTERNATIONAL, AI",SAN FRANCISCO,"Replexica automates the localization process end-to-end. It produces authentic translations instantly and eliminates translation management and manual work. Our AI generates pull requests with translations when developers commit UI code changes, avoiding the typical back-and-forth with translation agencies. This helps teams do localization 100x faster, ship to production more often, without bottlenecks.",2024,"Max Prilutskiy, Founder Max is the founder and CEO of Replexica. Previously, he founded and sold a B2B SaaS which was used at Shopify, Sequoia Capital, and Stanford. Max learned how to code at age 9 without a computer, holds a master's in Computer Science, and led engineering teams at a high-growth unicorn startup.| Veronica Prilutskaya, Founder Veronica is the CPO and co-founder of Replexica. In the past, as a data scientist, she led AI development for major US consumer companies. Veronica founded and sold a B2B SaaS that was used at Stanford, Sequoia Capital, Shopify, and AirAsia. She holds a degree in Applied Mathematics and Computer Science.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/replexica,https://replexica.com/
55,Sphinx,F24,"FINTECH, B2B, COMPLIANCE, AI",SAN FRANCISCO,"Sphinx automates the manual work of compliance analysts. Our AI agents make AML decisions, helping banks and fintech eliminate onboarding bottlenecks.",2024,"Alexandre Berkovic, Founder Co-founder and CEO of Sphinx. Previously co-founded Adorno AI, developing audio generation models for video. Studied Design Engineering at Imperial College and Machine Learning at MIT.| Chrisjan Wust, Founder Co-founder and CTO of Sphinx. Previously co-founded Adorno AI, developing video-to-audio models, and served as Head of ML at RelyComply, where I helped scale the company to 12M users and secured a deal with Africa’s largest bank. Metal + tea = code. Originally from Cape Town 🇿🇦",Y Combinator,San Francisco,https://www.ycombinator.com/companies/sphinx,https://sphinxlabs.ai/
56,Luthor,F24,"B2B, MARKETING, AI",,"One-click AI content generators have flooded the market with low-quality, cookie-cutter content. This makes it harder for brands that truly care to stand out. At Luthor we offer on-brand content that your readers will actually love to read. Our AI handles repetitive tasks like keyword research and data gathering, then creates the first draft. From there, we bring in domain experts and skilled writers to refine the content to fit your industry and adhere to your unique brand voice.

At Luthor we're taking back the internet and humanizing it one blog at a time.",2024,"Glenn Espinosa, Founder Glenn is a software engineer who previously built AI tooling at Square. At Square the AI tooling he built enabled SMBs to compete in an increasingly crowded digital marketing space. He's seen SMBs go from 50 to 50k monthly visitors using the marketing tools he built.| John Espinosa, Founder John is a software engineer who built the backend system for the largest local print marketing provider in the US. This system coordinated human work across thousands of designers, copywriters, and editors, delivering 100k+ custom content per month.",Y Combinator,,https://www.ycombinator.com/companies/luthor,https://luthor.ai/
57,Keye,F24,"ARTIFICIAL-INTELLIGENCE, FINANCE, INVESTING, ENTERPRISE-SOFTWARE, AI",NEW YORK,"Keye is an AI software that lets private equity firms do due diligence for acquisitions faster and more accurately. Our customers can evaluate 10x more deals and fund better companies which leads directly to better returns/more alpha.
--

Our system is the first of its kind to instantly generate complex, comprehensive data packs from raw data in any format, directly from the data room. This enables investors to gain an 80% understanding of a potential deal within moments, empowering them to say No to a deal earlier in the process and focus on high-potential opportunities. Traditionally, creating these detailed data packs—like cohort or retention analyses and customer roll-forwards—takes weeks, during which critical details may be overlooked, potentially costing funds millions in missed insights and poor decisions.
--

Keye combines cutting-edge AI with deep private equity expertise to deliver powerful, multi-layered insights that go far beyond the simple summarizers and search functions offered by other tools. Our platform dives deep into both quantitative and qualitative due diligence data, offering high-impact analytics crafted specifically for private equity workflows. This isn’t just automation—it’s a purpose-built solution that uncovers actionable insights, fueling smarter decisions and driving true alpha.",2024,"Rohan Parikh, Founder Co-Founder & CEO at Keye, Rohan has over 6+ yrs in investment banking, spanning front-office roles across IB and Global Markets. Within 5 years, he was promoted to Director, where he drove a 7x increase in deal flow and revenue. Previously, he worked as a management consultant with Accenture before transitioning to Standard & Poor’s credit division in finance. Rohan holds an MBA from Wharton, complemented by a technical background with a Master's in Financial Engg. & B.Eng degree| Conor Brown, Founder Conor is a Co-Founder and the Chief Operating Officer of Keye. Before co-founding Keye, Conor co-founded SecureFlow, a funds flow and deal insights platform for M&A, while earning an MBA from The Wharton School. He has also held key roles as an investor at Vista Equity Partners and an investment banker at Goldman Sachs. He attended Amherst College for his BA, where he also captained the hockey team.| Lalit Lal, Cofounder, CTO Lalit is a Cofounder and CTO at Keye. By trade, Lalit is a seasoned software engineer with a over 7 years in industry experience leading and building SaaS products from the ground up. Working through 2 historical SaaS acquisitions as an early engineer and leading technical teams of various sizes, Lalit is comfortable across the stack (devops, frontend, backend, and ML). He comes from a background in Robotics (University of Waterloo) and Machine Learning (University of Toronto).",Y Combinator,New York,https://www.ycombinator.com/companies/keye,https://www.keye.co/
58,RiskCube,F24,"FINTECH, SAAS, B2B, CLIMATE, INSURANCE",SAN FRANCISCO,"RiskCube is a digital insurance broker for property & casualty risks. Businesses use RiskCube to identify specific risks, like floods and hurricanes, and purchase only the most relevant insurance policies.",2024,"Andrei Craciunescu, Founder Andrei is the Founder & CEO of RiskCube, a digital insurance broker specializing in property & casualty risks such as hurricanes, floods, and wildfires. With over five years of experience at WTW, one of the world’s largest commercial insurance brokers, Andrei brings deep expertise in risk management, transforming how businesses address their insurance needs.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/riskcube,https://riskcube.com/
59,CTGT,F24,"ARTIFICIAL-INTELLIGENCE, DEEP-LEARNING, SAAS, B2B, ENTERPRISE",SAN FRANCISCO,"CTGT is building the next evolution of AI, towards intelligence that is foundationally designed to be efficient and trustworthy. Our enterprise-grade platform prevents AI hallucinations and errors in real-time while maximizing ROI. Based on seminal research that opens the ""black box"" of AI, we enable Fortune 500 companies to deploy AI with confidence through automated risk prevention, comprehensive audit trails, and institutional-grade security controls. With AI adoption surging to 72%, we help organizations avoid costly mistakes and reputation damage while achieving 99.99% reliability and 10x faster deployment times. Trusted by industry leaders and backed by prominent investors, CTGT transforms AI from a liability into a competitive advantage.",2023,"Cyril Gorlla, Founder Cyril Gorlla is the recipient of the Endowed Chair's Fellowship at UCSD. His work on efficient AI training was invited for presentation at ICLR and his talk at Ai4 was the most attended in its track. He collaborated with Intel on ML telemetry deployed on 8M+ CPUs. He was named one of 12 “2022 Shining Stars” at UCSD and is an Ivory Bridges Fellow and Nordson Leadership Scholar. He was advised by ACM and Amazon Fellow Mikhail Belkin.| Trevor Tuttle, Founder I was a deep learning researcher focused on high powered distributed ML systems under Hao Zhang, a student of Databricks Founder Ion Stoica, at UCSD. I left my studies to pursue this venture, CTGT, where I am the CTO.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/ctgt,https://www.ctgt.ai/
60,StudyDojo,F24,"AI-ENHANCED-LEARNING, EDTECH",SAN FRANCISCO,"StudyDojo is building the AI study platform students actually obsess over.

We use AI to transform familiar study tools - question banks, study notes, mini-lessons - into personalized learning experiences that adapt to each student, tailored to their curriculum.",2023,"Bowen Liu, Founder CEO @ StudyDojo | Building the AI learning platform we wish we had in high school| Janet Liu, Founder CGO @ StudyDojo // breathing new life into K-12| Michael Tong, Founder CTO @ StudyDojo | Building the study platform you don't hate",Y Combinator,San Francisco,https://www.ycombinator.com/companies/studydojo,https://studydojo.com/
61,ISSEN,F24,"EDUCATION, GENERATIVE-AI, CONSUMER, AI",NEW YORK,"ISSEN is an AI conversational language app that helps you become fluent. Your on-demand voice tutor is personal to you, adapting lessons and chats to your particular interests, learning style, and goals. Our mission is to transform language learning by offering a level of connection, effectiveness and fun that, until now, only human teachers could provide.",2024,"Anton Apostolatos, Founder Co-Founder of Issen. Ex-Palantir (Chief Architect of Infra / Head of Palantir LATAM). Stanford AI.| Mariano Sorgente, Founder Co-founder of issen, your AI foreign language tutor.  Experienced in crypto and AI, in engineering and VC. Previously a16z.",Y Combinator,New York,https://www.ycombinator.com/companies/issen,https://issen.com/
62,Protegee,F24,"FINTECH, PAYMENTS, INFRASTRUCTURE, TRUST-&-SAFETY, AI",SAN FRANCISCO,"We’re excited to launch our first product that allows your AI voice agents to accept payments easily and securely over the phone. We manage compliance, security, and fraud, letting you focus on creating great experiences. 

We are setting the stage for the agentic economy, starting with voice payments. Web and agent-to-agent transactions coming soon.",2024,"Kirthi Banothu, Founder Enabling AI agents to make + accept payments safely.  Got into building things back in 2006 with a website for Dragon Ball Z content. Ex-HFT (Optiver + DRW), built low-latency trading systems a few too many times - developed strategies for futures, cryptos, equities, and options. Had a stint in self-driving leading the onboard sensor and ml libraries team at Argo AI. Skipped half as many grades as my cofounder.| Xiaoyu Li, Founder Enabling AI agents to make + accept payments safely.   Ex-quant trader at Optiver specializing in index + equity options market-making. Started and grew a medium-frequency algorithmic trading team. Yale Medical School dropout. Skipped twice as my grades as my cofounder.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/protegee,http://protegee.ai/
63,Circlemind,F24,"ARTIFICIAL-INTELLIGENCE, DEEP-LEARNING, DEVELOPER-TOOLS, GENERATIVE-AI, SAAS",,"Circlemind is developing the next-generation of memory systems for AI that surpasses current Retrieval Augmented Generation (RAG) methods. Our technology based on Knowledge Graphs and PageRank, allows for efficient, interpretable, and context-aware reasoning and retrieval.",2024,"Antonio Vespoli, Founder Antonio is the co-founder and CEO of Circlemind. He holds a Master’s degree in Computing from Imperial College London, specializing in AI and Machine Learning. He spent three years as a Software Engineer at AWS, working on real-time streaming technology.| Luca Pinchetti, Founder Luca is the co-founder and CTO of Circlemind. He holds a Master's degree in Computer Science from the University of Oxford, where he researched alternative biologically-inspired methods to build neural networks for his PhD studies.| Yuhang Song, Founder 🥷 Yuhang was awarded J.P. Morgan AI Research Award, first-authored a Nature Neuroscience paper, cofounded Fractile, raised $15M in two years and exited.",Y Combinator,,https://www.ycombinator.com/companies/circlemind,https://circlemind.co/
64,Reticular,F24,"AI-POWERED-DRUG-DISCOVERY, GENERATIVE-AI, BIOTECH, THERAPEUTICS",SAN FRANCISCO,"Reticular helps pharma companies discover drugs with AI models like AlphaFold by making them steerable, just like you can prompt LLMs. Today, limited validation data means companies spend millions on failed experiments trying to steer these models through trial and error. We’re piloting our AI interpretability technology with early-stage biotechs and scaling rapidly. Just a week after our pivot, we identified the first interpretable features ever found in protein models, allowing precise control over biological functions.

Nithin and John met competing in Biology Olympiads before spending 4 years as roommates at MIT publishing ML/bio research in NeurIPS and Nature. We believe biological models encode far more information than anyone is currently using - our goal is to unlock this potential.",2024,"Nithin Parsan, Founder MIT AI + Bio. Prev. led clinical ML projects at the MIT-IBM Watson AI lab and was an IBO Gold Medalist.| John Yang, Founder MIT AI + Mathematics '24. Published ML research in NeurIPS and Nature. Prior quant intern at Goldman Sachs. National achievements include USA Brain Bee Champion, USA Biology Olympiad Bronze Medalist, and First Place Euro Challenge Team Captain.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/reticular,https://reticular.ai/
65,Astrix Health,F24,"ARTIFICIAL-INTELLIGENCE, MACHINE-LEARNING, COLLABORATION, HEALTHCARE, SUPPLY-CHAIN",NEW YORK,"Astrix builds AI purchasing agents for healthcare providers. Astrix analyzes your inventory, patient flow, and spending to ensure you purchase the right items at the right time and the best price.",2024,"Abhinav Swaminathan, Founder Co-founder / CEO @ Astrix Health.  Background in economics and computer science. Previously led healthcare distribution and AI projects at Palantir. Before that was at various healthcare organizations working on big data projects, namely Duke Health, MedStar Health, and on the VBC side, Evolent Health.| Thomas Blake, Founder Founder / CTO @ Astrix Health. Background in Applied Maths with a focus on Biology and Machine Learning. I spent a couple of years at Palantir learning how to breakdown customer pain points and building software to solve them. Now I'm focusing on building AI purchasing agents for Healthcare",Y Combinator,New York,https://www.ycombinator.com/companies/astrix-health,https://www.astrix.health/
66,Lune AI,F24,"ARTIFICIAL-INTELLIGENCE, DEVELOPER-TOOLS, AI-ASSISTANT",SAN FRANCISCO,A replacement to standard LLMs for coding tasks - eliminate hallucinations with a marketplace of expert LLMs trained on hundreds of technical topics.,2024,"Sam Park, Founder Dropped out of Harvard to build better LLMs for code generation and answering technical questions. Striving towards a reality where all people are 100x more productive because of AI + coding.| Josh Park, Founder Harvard dropout, currently building Lune AI, the platform that gives developers access to better LLMs for code generation and answers from up-to-date technical knowledge sources.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/lune-ai,https://www.lune.dev/
67,Vocera,F24,"DEVELOPER-TOOLS, SAAS, B2B, CONVERSATIONAL-AI, AI-ASSISTANT",SAN FRANCISCO,"Are you building AI voice agents like receptionists, customer support, or sales reps? Do you find yourself manually testing your bot by calling it? We faced similar challenges, especially being in a regulated industry. That's why we developed Vocera - a solution that automates the testing process for your voice agents. With Vocera, you can prove your reliability before going live, test every update seamlessly, and scale your operations efficiently.

Replicating a real world conversation is hard. Our AI simulates these scenarios using workflows, personas and past conversations.

We are already talking to AI for ordering food, getting appointments and even interviews. The market is aptly getting flooded with AI voice agents built by thousands of companies. We make them dependable.",2024,"Tarush Agarwal, Founder Tarush is the Co-founder and CEO @ Vocera.   Before this, Tarush spent 3 years in quant finance where he developed ultra low latency systems (think nanoseconds) and helped transform a loss making trading strategy into a successful desk doing millions in MRR in 3 months.   He studied computer science and statistics at IIT Bombay.| Shashij Gupta, Founder Shashij is the Co-Founder & CTO @ Vocera.  Previously Shashij worked as a quantitative researcher in a trading firm searching for complex alphas. Shashij has also researched in NLP at Google Research and has a first author paper on testing transformers with 50+ citations from his work at ETH Zurich.   He has also studied computer science at IIT Bombay.| Sidhant Kabra, Founder Sidhant is the Co-Founder & CBO @ Vocera.   Sidhant comes from a consulting background advising CEOs at Fortune 500 companies in FMCG and medical devices. He also led a 100+ member team handling customer experience. Recently he drove product and growth at an edtech startup scaling from 0 to 170K+ users in 6 months.   Sidhant completed his bachelor’s from IIT Bombay. During university, he raised $500K in sponsorship deals for Asia’s largest student-led festival.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/vocera,https://www.vocera.ai/
68,Regatta Storage,F24,"DEVELOPER-TOOLS, BIG-DATA, CLOUD-COMPUTING, INFRASTRUCTURE, AI",SAN FRANCISCO,"Regatta transforms S3 buckets into a 30x faster, unlimited, local disk. Regatta enables AI, analytics, and serverless applications to instantly access massive data sets without waiting for data transfer. Researchers use Regatta for shareable, local storage of data set and model versions that never runs out of capacity.",2024,"Hunter Leath, Founder I'm building Regatta Storage, a cloud file system with unlimited capacity, local-like performance, and instant access to massive data sets in your S3 buckets. I've spent the past 9 years building cloud storage products at AWS and Netflix, and I'm thrilled that teams can finally stop managing disks.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/regatta-storage,https://regattastorage.com/
69,Sandra AI,F24,"GENERATIVE-AI, CUSTOMER-SERVICE, AUTOMOTIVE",,"Sandra AI builds AI employees for car dealerships and auto repair shops, starting with AI receptionists. Dealerships miss 30% of customer calls, leading to 45% of customers switching dealerships and up to $2M in annual lost revenue per dealership. Sandra AI operates 24/7, handling calls, emails, and texts, and directly schedules appointments, ensuring no opportunity is lost.

As the first voice AI fully integrated with key dealership systems like Service Box (used by Stellantis globally) and Mecaplanning (41 countries), Sandra AI is uniquely positioned to capture a significant market.

Within two weeks of launch, Sandra AI signed 22 dealerships, generating $6.2K in MRR. The founding team is composed of ex-McKinsey who graduated from Ecole Polytechnique, MIT, and HEC Paris.",2024,"Badr El Idrissi Mokdad, Founder Badr is the Co-founder and CEO of Sandra AI. Before founding Sandra.ai, he spent three years as a consultant at McKinsey & Company and Bain & Company, where he worked within the BPO (Call centers) space and specialized in digital transformation, growth strategy, and CX business impact. Badr holds a dual degree in Data Science for Business from École Polytechnique and HEC Paris.| Ismail Majjad, Founder Ismail is the Co-founder and CPO of Sandra AI. He holds a joint MS in Data Science from Ecole Polytechnique and HEC Paris. Before Sandra, he spent 3 years at McKinsey, specializing in financial operations and strategic management, especially within the automotive and technology sectors.| Skandere Sahli, Founder Skan is the Co-founder and CTO of Sandra.ai. He studied Applied Mathematics and Computer Science at Ecole Polytechnique and MIT. He spent 3 years at QuantumBlack, McKinsey’s AI arm, focusing on optimizing operations and integrating advanced AI systems.",Y Combinator,"Paris, France",https://www.ycombinator.com/companies/sandra-ai,https://www.sandra-ai.com/
70,Vespper,F24,"AIOPS, DEVELOPER-TOOLS, B2B, DEVOPS, AI-ASSISTANT",,Vespper is an on-call engineer running 24/7 to troubleshoot your alerts and surface the right data to help you resolve your issue so incidents never falls through the cracks.,2024,"Topaz Turkenitz, Founder Co-founder & CEO at Vespper.  I grew up in Australia and have been programming since I was 16 years old. I studied computer science, worked at 99designs (double-sided marketplace) and Snyk (dev-first security product) among other side-quests. I've built everything from an Iphone app, chrome extensions, slack bots, frontend and backend. I'm a jack of all trades that likes to obsessively go all in on a problem.| Dudu Lasry, Founder Co-founder & CTO at Vespper I’m a passionate software engineer with over seven years of experience, focused on building solutions that make a real difference. Before starting my own venture, I worked at Google, Viz.ai, and SafeBreach, where I took on key projects, collaborated closely with teams, and supported initiatives that mattered to both developers and the business.   In my spare time, I like playing the guitar, working on side projects and travel the world (most recently Japan 🇯🇵)",Y Combinator,"Tel Aviv-Yafo, Israel",https://www.ycombinator.com/companies/vespper,https://vespper.com/
71,Praxis AI,F24,"IOT, MANUFACTURING, DATA-SCIENCE, AI, AI-ASSISTANT",NEW YORK,"Praxis AI builds manufacturing specific agents capable of reasoning and processing complex situations. Our engineering copilot predicts and prevents machine failures in real time by solving problems the same way an engineer would.

Our agents have access to and make sense of the structured and unstructured data that exists at factories including machine sensor data, maintenance manuals and work orders. Our simplified interface enables manufacturing teams with minimal AI knowledge to create custom complex workflows on the machinery they know is critical to their operations. Early results have shown that Praxis can help manufacturers reduce their unplanned production downtimes by as much as 25%. 

Existing solutions focus on dashboards and complex charts. We know that dashboards don't cut costs, actions do.",2024,"Aditya Tewari, Founder Co-founder and CEO of Praxis AI. Previously a tech lead at Palantir that specialized in converting early stage enterprise customers in the manufacturing vertical by building AI solutions. I’ve been passionate about AI/ML for 8+ years since high school when I first helped startups in my local Cincinnati area optimize their marketing strategies.| Ransika Liyanage, Founder I've spent 8+ years working in the manufacturing industry. During that time I've experienced firsthand the frustration of spending my entire shift resolving a machine downtime, which ultimately could've been prevented. Existing solutions are too focused on dashboards and metrics rather than actions. That's why I'm passionate about arming manufacturing engineers with Praxis AI, enabling them to combine their tribal knowledge with AI insights.",Y Combinator,New York,https://www.ycombinator.com/companies/praxis-ai,https://praxis-tech.ai/
